Alias,ID,Games,rating,highestrating
DeliTa,273278,3474,1925,2050
Enzberg,220916,5594,1893,2050
Fs.Kganeras,1612939,3174,1849,2050
+//3//f/9//3//f/9//3//f/9-,19485019,131,1945,2049
ReydeCopas,20927991,298,1945,2049
Chuoi,1356116,2541,1921,2049
Kindred+//3//f/9-,474781,2166,1910,2049
r0adyy,1802916,811,1907,2049
GIA+AF8-LUC+AF8-HAO+AF8-NAM,3223265,2185,1907,2049
avlid,254645,1627,1905,2049
eduv,631884,5053,1837,2049
only+AF8-konevod(((,11663560,2722,1743,2049
+//3//f/9//3//f/9//3//f/9//3//f/9-,3960822,7174,1937,2048
UrsoSS,1117520,865,1932,2048
link+AF8-chaos,210872,6612,1820,2048
jouds,1778055,530,1803,2047
+//3//f/9//3//f/9//3//f/9-,7576082,412,1988,2046
Null,1740860,1620,1950,2046
woaF,1886161,627,1942,2046
DS+AF8-Felipe besitos ricos,4043123,927,1800,2046
Flipper,333684,7349,1852,2045
bsp3,22546710,307,2008,2044
Patoshiq,5832372,2049,1852,2044
+AF8-Oxygen,11622635,2451,1804,2044
FE+AF8-FelipeR,19778772,47,2043,2043
miausin,223091,871,2016,2043
Bambinity,758232,2475,1982,2043
TB+AF8-Mojo,635790,1080,1965,2043
+AFs-LuBGwawa+AF0-myqbox,1334898,2084,1959,2043
Rex Caedis,260106,830,1948,2042
Tumber,3295803,2616,2041,2041
JAGR +AHw- Abejorro,2876835,5347,1933,2041
streetpete,770583,3311,1910,2041
PATRICIUS,18391570,238,2012,2040
2EZ.trombone,2379458,699,1997,2040
Locu,295979,4778,1893,2040
Freya+//3//f/9-,338331,374,1871,2040
Pauli,8684491,3581,1938,2039
This Shouldn't Work,6410880,1407,1817,2039
ITA +AHw- MarknighT,448596,4077,1808,2039
Richard Rahl,1777971,3118,1733,2039
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,3763251,621,1983,2038
rosso,220114,2402,1877,2038
Banana,958405,643,1858,2038
Grafote3,22743349,102,2011,2037
nC+AF8-Future,260921,6663,1949,2037
Kaname Rana,16362536,516,1945,2037
Pluton RX,11618587,718,1944,2037
Cradle,5874425,1088,1916,2037
Chris Pelham,2082703,3394,1825,2036
yago,1848728,663,2035,2035
EXILE +AHw- J+//3//Q-rgen,3265790,1106,2005,2035
+AFs-R1+AF0- Piezod,499923,1935,1997,2035
OLADUSHEK,1853187,1514,1979,2035
Marthyn,293743,2513,1964,2035
+AF8-Riley+AF8-,389998,7718,1947,2035
DS+AF8-Kvothe,1943128,5061,1942,2035
inscale,688587,13987,1934,2035
The Hydra,22093910,115,2034,2034
Shammgod,6178758,493,1985,2034
The Entrepreneur,15520581,217,1975,2034
frunacola,5161509,480,1969,2034
dse,1730016,1077,1939,2034
k.,14666598,3318,1934,2034
The Woodman,19603302,583,1647,2034
Pue,4985646,722,2006,2033
Emperor+AF8-Napoleon,12452310,1640,1997,2032
Gary+AF8-zZ,3274563,355,1972,2032
Emperor in a Bucket,943109,2651,1976,2031
Good Day,3205210,667,1949,2031
kitchiro,1255011,1325,1945,2031
caitlin clark from the logo,9865998,1255,1882,2031
findelmc,22968250,116,2002,2030
catastrophe,2112475,727,1973,2030
RD +AHw- Lina,299269,4797,1958,2030
Theodahad,405445,1716,1947,2030
GyE,707749,1669,1940,2030
Pirate,1314256,1285,1902,2030
+ADwAPgA8-:+AD4APAA+-,14757603,184,1857,2029
HaraKiri,1650931,2870,2027,2027
Fsinatra,1291643,427,1924,2027
Myth,304350,3620,1872,2027
DS+AF8-Lelouch,6387067,1222,1987,2026
Sushu,4420705,1361,1958,2026
HyPeRLooX,22994062,597,1773,2026
Luna,5887887,877,1751,2026
DarkJosh,19844462,1001,1982,2025
skunk,974876,3759,1904,2025
addro94,223577,4444,1853,2025
mike,314085,8355,1886,2024
Franot,2223786,3398,1860,2024
Kiyomizu+AC0-dera,18384493,406,1964,2023
Andres+AF8-26,2568452,770,1961,2023
idontsaygg,19378411,642,1872,2023
Virtus +AHw- iturrA+ACE-,705891,4070,1837,2023
Soy t+//3//Q-mido,17206848,209,1935,2022
Jurafuchshussler,9829314,419,1960,2021
Glokken,736813,1731,1902,2021
Maverick+AF8-Taha,3897067,7892,1868,2021
+AFs-VL+AF0- SlenderMan,246481,2621,1885,2020
Marduk,3405152,358,2019,2019
+AFs-o.p.+AF0-Rage+AF8-Boy,261794,1562,2019,2019
Virtus +AHw- Darkjosh89,2969073,3927,1906,2019
SS+AF8-Biel,11717976,52,2018,2018
+AFs-VL+AF0- Retember,2825261,2111,1744,2018
L+AF8-Clan+AF8-Pituh,16886097,185,1984,2017
O grande,18415948,3336,1884,2017
Sheep Farm,421769,6525,1908,2016
OfficialNoob998,2295104,657,1894,2016
fRazer,9512997,1058,1727,2016
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,22190505,345,1909,2015
TrCL.Gyeseongyeon,583689,2646,1903,2015
+AFs-VL+AF0- TheSkyDragon,400111,1599,1850,2015
giraffe,16145701,630,1951,2014
+AFs-LuB+AF0-cph,223744,4261,1910,2014
Telecaster,9515797,809,1852,2014
Hayato Kazami,584142,7850,1824,2014
InvisibleDuk,5987502,928,2013,2013
XEVER +AHw- LautaLk,10473582,975,1955,2013
VEN+//3//Q-N +AHw- AsMelodiant,235877,1242,1937,2013
+AFs-CL+AF0- Pain,5251865,621,1929,2013
+AFs-R1+AF0- 12Tirador,260973,1333,1919,2013
+AFs-mPzzA+AF0- rainManzD,631646,12120,1844,2013
Savage,15136210,50,1987,2012
Rascal,3406478,2824,2009,2011
Jeremus,6734950,379,2004,2011
Yakul,931567,1320,1986,2011
MrPropre,23144763,114,1986,2011
DGHIR +AHw- Agente P1T0 007 Cm,3381790,3758,1930,2011
+//3//Q-o+//3//Q-n B+//3//f/9-o+AF8-Kafi,14666519,2429,1928,2011
Arkcast,94720,3753,1907,2011
XEVER +AHw- Aguscuruzu,2997508,1417,1868,2011
IMFEX,16815454,1865,1819,2011
Kaydos,208839,2505,1927,2010
DzeDanik,3867568,5233,1903,2010
Crankshaft,318082,1915,1820,2010
Wintorez,2566812,866,1774,2010
SHell +AHw- Mr. NoName,10574630,356,2009,2009
MampeJr,4508038,3421,2001,2009
Robin,12091536,1022,1926,2009
Umdeuter,249384,6406,1818,2009
GoodBehaviour,14181252,562,1983,2008
Knolte,239211,3133,1877,2008
twitch.tv/s0laf1d3,20383862,3128,1854,2008
+AFs-LW+AF0- Klemens,1196917,1204,1799,2008
HeartBreaker,20855846,50,2007,2007
luff,209186,2052,2002,2007
Kenny McCormick,6404650,317,1966,2007
Xi,2031543,2260,1914,2007
Kadanuumuu,23479146,88,1881,2007
Nossy,1732754,2996,1809,2007
bipeng2008,278576,3451,1711,2007
+AFs-R1+AF0- Jorge Garcia,2574050,2255,2006,2006
+//3//f/9//3//f/9-,2593395,1212,2006,2006
Penntuete,1469273,9307,1910,2006
hombre de palo,3995942,1187,1871,2006
+//3//f/9//3//f/9//3//f/9//3//f/9-,5847800,946,1780,2006
Durum solo carne y salsa blanca,5102166,65,1980,2005
Benitto Burrito,1265857,442,1895,2005
alix,1519341,3929,1852,2005
El S+//3//Q- De Las Ni+//3//Q-as,453161,2909,1842,2005
Big G,10172218,2382,1637,2004
y hello there,1332272,2007,2003,2003
kumaau,9110470,382,1943,2003
+AFs-bK+AF0- Clark,1006706,1405,1707,2003
p4rtY3oY,851604,1165,2002,2002
SHell +AHw- FayLayt,3921962,845,2002,2002
CORP+AF8-NachoMontes,2768283,2031,1949,2002
Sub+AC0-Zero,230085,1868,1901,2002
+AF8-Platense,5807341,1193,1863,2002
M+//3//Q-t C+//3//Q- Ry,3236492,3222,1815,2002
Okan1080,1391963,998,1764,2002
Bugra,15116721,2715,1915,2001
OS +AHw- harooooo,1558796,1943,1896,2001
Li+AF8-78,11711440,2631,1882,2001
RD +AHw- Frostwhispers,6367118,750,1875,2001
RD +AHw- Frostwhispers,404410,1899,1918,2000
+AFs-SWB+AF0-Bo+AC0-FORCE,4006493,3217,1847,2000
+//3//f/9//3//f/9//3//f/9AF///f/9//3//f/9//0-,12271512,3138,1815,2000
JadeArrowGamer,8599668,1368,1813,1999
spectator+AC0-suckmadik,22867442,115,1865,1998
Shon+AC0-King the leyenda,3034651,4655,1849,1998
Hisoka,6922455,138,1976,1997
ARENEEFERIEFINITEDIOADJASDJ,2194455,2718,1825,1997
SneakySalmon,1790613,7062,1808,1996
LZL.MaggieWuerze,217397,5497,1737,1995
shegin,1607693,3578,1802,1994
Agusjj,1491620,1142,1912,1993
xxxxx,2783184,3656,1888,1993
Nyx,5330675,382,1874,1993
RdNN +//3//f/9-,1193660,2088,1835,1993
Berkhee,5913105,1330,1828,1993
unfold,20944940,459,1955,1992
Azim,23381513,72,1953,1992
ITA +AHw- Il Patriarca,17889809,319,1909,1992
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,22811665,122,1868,1992
+AFs-GB+AF8- +AF0-Alfred,213763,3860,1817,1992
Danielsiii,9380244,1352,1991,1991
PatSon,4684182,1675,1991,1991
NoisyBuoy,5645625,840,1991,1991
LE +AHw- Emaxccini Victorinii,4167535,4500,1757,1991
Guiik,383378,688,1884,1990
Rokafly,879603,3537,1772,1990
+AFs-SotC+AF0- PerezPodrido,2926018,2110,1947,1989
VEN+//3//Q-N +AHw- Daniboy Prime,6368179,1314,1895,1989
duydaica,4666892,1994,1868,1989
oyecomova+AC0-twitch,1444557,2722,1838,1989
MasterTim,2704299,4321,1828,1989
+//3//f/9//3//f/9//3//f/9//3//f/9-,5831827,843,1966,1988
BobbyBuckets,9745080,704,1926,1988
DrugDeaLeR,1574999,462,1900,1988
DS+AF8-NanitoCba,5816067,321,1839,1988
Tr4N+AF8-,2613876,4030,1779,1988
(+ACoAKgAq-AlBy+AF8-Bkr+ACoAKgAq-),1444796,3102,1962,1987
twitch.tv/fudge+AF8-aoe,14317170,1781,1892,1987
KH +AHw- BooMBastic+AF8-,4764520,2914,1883,1987
gArGi,1371787,1815,1869,1987
MattAtArms,1663264,5853,1868,1987
itachi,6139272,645,1805,1987
+//3//f/9//3//f/9//3//f/9-,1863797,2645,1939,1986
pH14,3830646,1428,1845,1986
+AFs-DGLOS+AF0- DyouDi,626567,3232,1701,1986
Cengo,1116680,1844,1873,1985
+//3//f/9//3//f/9//3//f/9-,20655768,322,1956,1984
Rainbowlucho,2707527,3493,1916,1984
se7e,675842,3353,1846,1984
focking+AF8-care,21998768,345,1956,1983
Archer,288649,5839,1883,1983
+AFs-RO+AF0-nic,1049824,5580,1804,1983
+//3//f/9//3//f/9//3//f/9-,3183235,2759,1692,1983
Seven+AF8-AoE,3570058,805,1914,1981
Alakay,575489,1435,1897,1981
elbanovic,4401747,5369,1885,1981
Big Dota,3357289,1882,1953,1980
Mikuvietnam,6113278,3639,1872,1980
Rey Enigmaaa,4706179,456,1831,1980
Eterno Mamax... O Rei da arena,22762322,157,1790,1980
abdelpoudre,11151782,2467,1585,1980
Chirris+AF8-,395776,2070,1917,1979
Moshaaa,2822808,949,1875,1979
+AC0-2n+//0-,2434329,4320,1817,1979
MrPropre,11248743,95,1934,1978
crystalship,5660875,1298,1856,1978
JuTT,5945089,898,1913,1977
PLIMPLIM,19050449,863,1760,1977
Kataphraktos,1508146,1165,1940,1976
beta55,1423034,4706,1917,1976
yioul315,308014,2587,1870,1976
AtilA,1359694,4228,1842,1976
Bandicoot94,6841572,839,1973,1975
Kalamalahala,2317352,1952,1918,1975
Improvise,3879633,373,1961,1974
+AF8-Schr+//3//Q-di,10340688,632,1873,1974
S2. VELEZ Y VINO,235357,5146,1858,1974
Xever +AHw- sotooo123,1094152,669,1873,1973
FreakinPoronga,2437780,469,1865,1973
+AFs-FrCo+AF0- Shenshenko,895703,1724,1845,1973
CSMama,23008132,80,1827,1973
5364564875252,18776898,112,1820,1973
DGHIR +AHw- Missclicker,221581,1579,1813,1973
txodro,991259,5346,1809,1973
pigpig+AF8-aoe,4960928,2843,1757,1973
TheSonder,530444,5475,1927,1972
CO+AFs-M+AF0-BO,5656426,2971,1915,1972
AlberHanibal,197607,213,1815,1972
+AFs-KO19+AF0- Tony,1202225,2090,1857,1971
Protego Diabolica,23032522,104,1963,1970
RVN+AF8-shirokiba,9233308,250,1936,1970
alesh,2134583,2780,1867,1970
Harty,10715836,2178,1843,1970
LE +AHw- Asav,978049,5543,1796,1970
+AFs-XEVER+AF0- El Ti Rex,2135241,5439,1703,1970
+AF8AXw-72+AF8-KaN+AF8-Arg,1892228,492,1908,1969
Gil+AC0-galad,322559,4073,1871,1969
XEVER +AHw- Hippieee,1320131,2939,1777,1969
lenko,5842355,1134,1900,1968
r0thmans,1045192,2613,1872,1968
Runi +//3//f/9//3//f/9//3//f/9-,683220,376,1872,1968
Cyborg,2642796,1084,1676,1968
TimP,4974987,3410,1932,1967
Multimorbid,3564005,5128,1904,1967
Rem.,9226910,942,1887,1967
BSL +AHw- n0+AF8-chanc3,2005653,2618,1813,1967
S2. Rom+//3//Q-nM+//3//Q-s3,471972,2747,1790,1967
+//3//f/9//3//f/9//3//f/9//3//f/9-,21528706,292,1929,1966
puje,15582099,1417,1876,1965
Yorshka,6396456,1247,1814,1965
+AFs-LuB+AF0-a61,1027364,1562,1857,1964
XEVER +AHw- Rorro Pirroro,6044779,2611,1836,1964
monk rush,3576814,959,1944,1963
HideInTheWalls,20560371,147,1841,1963
Conde Calcukill,1161497,1266,1769,1963
SmoT,2066895,832,1929,1962
G0ldenFir3,2471688,504,1841,1962
Envetel,209917,1275,1840,1962
SSS66618,6906447,4313,1800,1962
a522alex,8808549,2932,1741,1962
Koerbel,2502515,2892,1919,1961
OSO+AF8-CT,5187661,4581,1888,1961
Zezlot,14438285,1944,1801,1961
LilyBear,4153011,5767,1790,1961
MrSlow,12353867,198,1913,1960
Jeffin,4251710,1730,1791,1960
Kyth,11267348,1597,1786,1960
JOLIAT,2955183,3158,1906,1959
burneR,10818645,3254,1818,1958
+AFs-AHOU+AF0- guillomee.11,3926571,917,1790,1958
Uzamaki D. Luffy,12306072,2053,1731,1958
MauV,6039930,1662,1885,1957
LamarcusLawliet,1540811,1076,1862,1957
homem perdido,22848599,73,1713,1957
seemylame,19041340,332,1934,1956
John the Fearful,12327182,2529,1921,1956
LZL.Scogx,13239099,676,1914,1956
HughJass,20893546,114,1913,1956
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,1605842,406,1813,1955
Bzm+AF8-Kral.+//3//Q-IPLAK,5223419,2763,1812,1955
TeTo,2928556,178,1921,1954
klnek,217910,2491,1912,1954
FastAndFurious,11122904,231,1909,1954
Mah+//3//Q-,17880683,277,1886,1954
MrAnubis,3117992,1245,1793,1954
vevi,2289248,1870,1738,1954
mt,2036864,4241,1720,1954
XEVER +AHw- Hammer,10224863,463,1953,1953
Hugh G. Rection,11774083,515,1905,1953
AOKI+AF8-GworK+AF8-67,1999444,1668,1861,1953
TND +AHw- delay+AF8-,5584,813,1845,1952
BannedFromChat,2343438,605,1832,1952
Pacman,10556505,5537,1783,1952
kya gunda banega re tu?,5427350,718,1951,1951
24+//3//f/9//3//f/9//3//f/9-,19701219,350,1935,1951
Virtus +AHw- Pugrito,22846276,93,1899,1951
DrugDeaLeRouch 2k,21097279,213,1928,1950
PL+AF8-Hitorek,993449,1060,1884,1950
XEVER +AHw- Hammer,5414377,316,1949,1949
Happytheandy,2397632,560,1921,1949
(CL) castiiii,20844103,158,1902,1949
DS+AF8-The Answer,1078366,3232,1889,1949
+//3//f/9//3//f/9-,2623484,424,1848,1949
lidalsln,318292,2674,1758,1949
Pauliii,2211149,5117,1707,1949
Joker,901993,2458,1888,1948
ForeveR,3589630,1150,1846,1948
Klavskis,213534,1018,1822,1948
+AFs-VL+AF0- JPGP,2986966,3127,1814,1948
erich+AF8-hub,2304176,1022,1789,1948
Edelreiss,10336951,2299,1876,1947
Jayklops,782884,2331,1762,1947
rubatubdubs,4444859,3091,1709,1947
XEVER +AHw- Hammer,10283012,386,1946,1946
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//Q-,8908806,908,1867,1946
aDT+AF8-Flempopo,896261,3937,1747,1946
magyars to 2k,6023032,802,1945,1945
+//3//f/9//3//f/9//3//f/9-,9776082,212,1928,1945
:(,12075196,623,1906,1945
ZALA,9729254,482,1843,1945
Aegon Targaryen,3308009,1297,1681,1945
AOKI+AF8-Baobab,255370,1849,1907,1944
Eratuss,1242469,2624,1810,1944
Kubiasty,663341,3671,1792,1944
Twitch+AF8-ActionMarc,250775,3309,1773,1944
TheNumber24,6801118,845,1715,1944
The+AF8-Punisher,2153364,1064,1854,1943
Tauschel Jordan,5135803,373,1708,1943
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,4357845,2606,1942,1942
LM SN,9916601,140,1928,1942
montezen,4792324,1069,1889,1942
DGHIR +AHw- Feyern,4247184,2485,1865,1942
Bazing Hood,2012897,5824,1844,1942
TecuTecu,953519,2296,1813,1942
SiMpSoN,289834,7356,1915,1941
SlaP,333993,2359,1906,1941
k1ngkong,3045036,4670,1843,1941
Mr.smeagoul,1715738,3601,1772,1941
deLmas,284510,7260,1788,1940
Scandalf,219609,1407,1728,1940
Dark +AHw- Darker,5803221,870,1900,1939
Ornlu,197707,1513,1847,1939
rain,389416,982,1843,1939
Failey,243127,2032,1739,1939
Kalpit00,727835,3851,1726,1939
Aveee,6773576,548,1930,1938
Twitch+AF8-Andy,15242949,192,1901,1938
1600+//3//f/9//3//f/9-,217894,3937,1700,1938
+//3//f/9//3//f/9//3//f/9//3//f/9-,23307085,106,1937,1937
G+//3//f/9//0-dra,23027194,139,1937,1937
Tolui,221171,891,1933,1937
archers,23110068,49,1902,1937
willdbeast,278329,2466,1807,1937
+//3//f/9- DrumM +//3//f/9-,88010,5627,1771,1937
TheViber,2903787,5948,1716,1937
Hysteria,23375710,73,1935,1935
Malthael,212089,909,1824,1935
DGHIR +AHw- Wallit000,2760811,2668,1683,1935
DGHIR +AHw- El Docente,3369012,6332,1602,1935
Tongo,978547,4686,1934,1934
Dragonite,3199483,382,1913,1934
Carl Drogo,362561,1824,1904,1934
BeardyMan37,5991771,6218,1873,1934
helicol,944217,345,1848,1934
VonLibov,2113022,1644,1788,1934
Daniela+AF8-AoE,9462465,4293,1659,1934
+//3//f/9//3//f/9-,17568878,117,1908,1933
billy bad beat,15677316,1952,1759,1933
Aten,503527,1260,1858,1932
Crom,571943,7813,1801,1932
DK +AHw- Mauseren,10840748,1829,1787,1932
+//3//f/9//3//f/9//3//f/9-,1859818,559,1921,1931
Caesar+AF8-Red,2307464,2334,1744,1931
+AF8-LY+AF///f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//0-,17988157,370,1906,1930
DS+AF8-Rodrigus+AF8-,1143001,1056,1794,1930
Flower sea,3139243,2674,1793,1930
HUN Grrrr+ACE-,11238618,303,1929,1929
DGHIR +AHw- Black Monk,10206889,4205,1866,1929
Gew+//3//Q-rzgurke,809421,10468,1773,1929
Girl True Civ Lover,1517646,7895,1698,1929
+AFs-VL+AF0- Daniela,2158712,984,1917,1927
Luna,13230451,1532,1764,1927
Fukoti,262959,2127,1909,1926
VENI VIDI VICI,8913439,1932,1780,1926
Kyrie+AF8-Eleison+AF8-7,22608760,371,1771,1926
Nicholai,5070200,1571,1866,1925
Fakedos,309887,4043,1853,1925
kill+AF8-me+AF8-im+AF8-here,456475,1855,1848,1925
DS+AF8-Moaii,267991,2223,1845,1925
CORP+AF8- Zata,1179965,2139,1772,1925
+//3//f/9//3//f/9//3//f/9- +//3//f/9//3//f/9//3//f/9//3//f/9-,17452322,677,1924,1924
MerlinAoE,640896,3993,1923,1924
Manigoldo,22432301,123,1900,1924
+//3//f/9//3//f/9-,2517652,579,1867,1924
+AFs-KD+AF0- Fabuled,1906004,662,1865,1924
MemeLuksen,237736,489,1824,1924
NaritaTaishin,11890931,413,1803,1924
Lucsor,235535,3022,1802,1924
Decade,9352896,928,1793,1924
+//3//f/9//0-kmaz Sokak,20302302,758,1655,1924
XEVER +AHw- Martyyin,232358,393,1923,1923
Hugh Jorgan,3387238,648,1923,1923
Populus,19588950,278,1900,1923
Caifan,5400817,812,1834,1923
+//3//f/9//3//f/9//3//f/9//3//f/9-,14715476,166,1773,1923
j+//3//f/9//0-pala,222414,701,1770,1923
AOE2,3031381,1208,1724,1923
G+//3//f/9//0-my,6890394,246,1922,1922
vollkrassher,10289734,899,1901,1922
We Lose Those,2602950,165,1883,1922
PNAL +AHw- Miller,4198666,1726,1772,1922
umugwanyi,4930851,1356,1833,1921
Miles,1987123,1715,1824,1921
Iam+AF8-SoBad,9145390,1068,1776,1921
Virtus +AHw- Benja23,238759,1807,1807,1920
Riut,1045839,1277,1801,1920
RAY,213474,984,1736,1920
+//3//f/9//3//f/9//3//f/9//3//f/9-,20724591,109,1919,1919
What can i say?,21439807,111,1872,1919
Yogui,12059387,444,1865,1919
Bebes0na,4388684,412,1785,1918
Estudasses,1762749,1851,1775,1918
djOwns,561279,1253,1857,1917
FURKAN,232167,1916,1780,1917
Tim.13,11480627,1375,1767,1917
VLC +AHw- DeaH,1062980,1493,1733,1917
Bertridus Calus,373005,6065,1871,1916
JuanSinMiedo,22889810,418,1850,1916
Sportfan,2268330,3702,1781,1916
vidar,1201547,6083,1742,1916
Chunchunmaru,10225869,331,1860,1915
Bobby,21307126,120,1847,1915
Michyy,240772,1597,1806,1915
sophiebi2011,17397394,210,1794,1915
BigLez99,2087492,7567,1699,1915
Lucho1ri,19424246,72,1913,1913
Baqiyahwayatamaddad,19087630,168,1858,1913
Iceman,3896605,2360,1852,1913
NuMa +AHw- Toth,6431793,127,1844,1913
+AFs-CL+AF0-Carmolo11,482758,3202,1832,1913
LE +AHw- Mr. Yoyo,5655708,2101,1831,1913
Xiang914,2441113,881,1782,1913
Faith2Adventure,12527010,657,1772,1913
+//3//f/9AF///f/9//0-,20607095,499,1882,1912
DoN.Vergas,467847,3522,1862,1912
Rhea,292104,1833,1837,1912
ImSimon,5271458,1318,1796,1912
+//3//f/9//3//f/9//3//f/9//3//f/9-,431588,9894,1630,1912
itiswhatitis,15933730,205,1847,1911
CORP+AF8-D1eg0,1846202,4996,1711,1911
MaQa,4924016,2943,1661,1911
Knowledge,23412495,54,1895,1910
earl,14522950,544,1883,1910
Wiggle,2495055,461,1824,1910
Praetorian,5648679,2636,1801,1910
ShadowCrystallux,36584,3815,1690,1910
+//3//f/9//3//f/9-,14619549,347,1872,1909
Jorge Garcia 02,5011052,389,1857,1909
S2. MiMo,2791264,872,1818,1909
Bryan+AF8-Camane,5603673,1613,1802,1909
Stampo,4668642,3567,1768,1909
UlleBad,226959,1126,1684,1909
Leiron333,7076346,152,1908,1908
Peter+AF8-Pahn,234201,948,1888,1908
Artemisa,2984476,609,1888,1908
maki,354409,836,1888,1908
+AFs-GAX+AF0-andrade,504121,3434,1872,1908
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,2752435,98,1862,1908
El Que Maneja La Combi,2793448,2101,1833,1908
sane,4116886,3538,1791,1908
Hekapoo,4229962,5134,1591,1908
Erich M+//3//Q-ller,214911,1428,1873,1907
+AFs-LWS+AF0- wyvern,2867633,771,1833,1907
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,21119457,433,1831,1907
Sirenoman,1971389,3707,1757,1907
Joey the Bonqueror,300848,2426,1703,1907
The+AF8-Kaikai,4356055,4903,1633,1907
Brave,22229020,105,1886,1906
danchoi,23403915,108,1845,1906
Fromm,19819712,210,1782,1906
ThaiDinhLan,4535897,2087,1745,1906
Drug0s,3129236,1470,1725,1906
VEN+//3//Q-N +AHw- Crazy8,8014106,386,1697,1906
acherafo1234,193787,5486,1681,1906
Sligg+//3//f/9//0-,6415325,139,1883,1905
+//3//f/9- G+//3//Q-nercan,378349,2562,1819,1905
BlackSlayer,4974647,69,1812,1905
EMMM +AHw- Macken,220199,1101,1754,1905
PL+AF8-Piter,329985,6041,1730,1905
Forever,15779222,1022,1711,1905
dst player,589625,298,1884,1904
Hatsune Mikhail,22734539,45,1870,1904
SirBrenner,4742302,1316,1826,1904
Fynn.F,1063252,301,1802,1904
Soccersmed,876384,2243,1695,1904
Rayz,3228910,1628,1550,1904
Tobi,277954,2368,1735,1903
DS+AF8-Tuxtron935,9897579,4533,1677,1903
vilage idoit,294164,6383,1676,1903
T.,3124480,783,1902,1902
+AF4ALQ-LordCan+AC0AXg-,2645439,6031,1882,1902
Brother+AF8-Dege,2083785,2863,1815,1902
Mycroft,10806702,2482,1805,1902
DS+AF8-Chimtzin,2850920,1464,1704,1902
old+AF8-monk+AF8-aoe,1987437,1312,1901,1901
VEN+//3//Q-N +AHw- Claut+AF8-One,358501,3150,1857,1901
5chaich+//3//Q-asay,2375597,704,1813,1901
adc1936,4041543,1760,1803,1901
NanaiNoiz,3110281,254,1797,1901
Capyphract,2116604,1450,1769,1901
Pbeke,233776,3588,1682,1901
Uthman The Lithuanian,10806125,2588,1608,1901
Snipedown,210009,430,1899,1900
VNS+AC0-JIREN269,11470792,1164,1774,1900
Bean,4327711,633,1848,1899
XEVER +AHw- Falu,967423,1780,1837,1899
navy,18229983,233,1813,1899
snowshawnskate,1193732,4450,1735,1899
IncredulousFox,214558,4231,1690,1899
ClockWork,326263,2281,1746,1898
Fs.Kawan,10952501,1205,1713,1898
PraisedLoki8715,18676790,657,1854,1897
Ganso+AF8-lm,1747642,4649,1780,1897
Fenrir,209754,2202,1851,1896
+//3//f/9//3//f/9-,330601,615,1825,1896
goenzz,735216,4701,1721,1896
+//3//f/9//3//f/9-,20119071,111,1836,1895
Hamster+AF8-AI,2041940,1666,1744,1895
Giuseppe Richetti,2346910,3459,1705,1895
Wayne,4814983,2622,1721,1894
Pollachs,620484,869,1893,1893
JOJO ROAD ROLLER,12249685,1466,1845,1893
TdB.ErAmo,4392035,2354,1777,1893
SS+AF8-Cap,216148,3951,1671,1893
+AFs-VA+AF0- Lok'tar Ohgar+ACE-,3959967,3869,1666,1893
Bro Creation,19535910,801,1652,1893
Fs.Carni+//3//Q-a,10833849,3918,1639,1893
DarthBane,20130215,641,1766,1892
Wa Wa We Wu,656382,1880,1760,1892
+//3//f/9//3//f/9-,12372730,423,1725,1892
For The Horde,2489395,4207,1677,1892
Fr+//3//Q-d+//3//Q-ric Chopin,23548,1765,1891,1891
KoBlame+//3//f/9//0-D+//3//f/9-aV+//3//Q-oCh+//3//Q-nhM+//3//Q-nh,2283430,1461,1891,1891
Betameche,19244585,406,1779,1891
+AFs-ECU+AF0- Shamash,270210,1995,1706,1891
nC+AF8-Snyper1,435965,987,1703,1891
Jammy+AF8-Dodger95,232702,4841,1861,1890
Albis,528141,494,1798,1890
SAKAKI,6056743,1177,1774,1890
UndercoverPilot,1190138,7752,1760,1890
+AC0ALQAtAC0ALQAtAC0ALQAtAC0ALQ-,544921,5129,1757,1890
AlbertC,6756437,1674,1748,1890
StKunduz,1736553,992,1723,1890
Getsuga Tensho,1229244,4168,1720,1890
jdac,5719122,4147,1714,1890
Peru es clave,22614289,178,1627,1890
Reinforcement Learning AI,5325469,95,1874,1889
Hoyall,10751367,182,1870,1889
Simvall,2163,812,1821,1889
CRYIN,12148114,1589,1806,1889
Markof,863246,5118,1780,1889
Wuyen,788166,3133,1731,1889
RVN+AF8-lorecs,9998167,685,1883,1888
+AF8-199+AF8-Al3jandr0.magn00+AF8-Arg,5571038,2427,1815,1888
+AF8-The+AF8-Oldergold,4234652,4728,1761,1888
maurice+AF8-1998,19697784,1251,1758,1888
zaanosaurus,1627917,1965,1709,1888
+AFs-Anvil+AF0- Ultra53,265362,2848,1631,1888
