Alias,ID,Games,rating,highestrating
El loco,2610708,1843,1204,1403
J+//3//Q-ger,404866,2163,1187,1403
+AFs-ESTG+AF0- Enao pete,22371036,155,1174,1403
Chebe+AF8-the+AF8-legend,11807028,750,1084,1403
aoe.gogogo,23265230,15,1402,1402
+//3//f/9//3//f/9//3//f/9-,10029424,866,1402,1402
Gloltar,22651507,600,1402,1402
R+AC0-Bull+//3//f/9AF///f/9//0- Jack of Spades +//3//f/9-,381014,783,1402,1402
TrueDisplay,1486946,440,1402,1402
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,12429142,1450,1386,1402
g8,18789780,220,1385,1402
godv,2503974,239,1375,1402
maxcupper,4868322,120,1372,1402
+AFs-UNZ+AF0- RIPPERZ+AF8-,2132037,615,1365,1402
Shnarf,609169,810,1361,1402
Alex Xibalba,11353907,2516,1339,1402
GEN37.Crow+AC0-,2814915,276,1337,1402
marcelhobbie,21877236,1019,1314,1402
timlw,5248429,5624,1305,1402
nicogp47,5210844,1008,1302,1402
nbelgrad1,2943812,349,1272,1402
Gusty Pepa,3459286,2787,1263,1402
+AFs-EMAF+AF0-Eslooou,2685723,426,1252,1402
medinovski,15100447,1677,1248,1402
Lukeymanb,17311220,2800,1241,1402
Hogos,2147247,1367,1234,1402
jjjjjjjj,5162738,1466,1193,1402
Pelu+AF8-LXIX,290301,2262,1183,1402
3K civs belong in Chronicles,22198761,13,1401,1401
Paddington23615,9648203,500,1401,1401
+AF8-xKazo0x+AF8-,2666079,122,1401,1401
GDR+AHw-Kleo+//3//Q-,4645054,140,1399,1401
TrickyMicky90,3083636,588,1391,1401
Zednek+AF8-Zeman,22770894,26,1387,1401
Justufius the 1st,5880647,87,1387,1401
Lost Prophet,1515125,1023,1380,1401
Riok23,5367833,46,1370,1401
+AF8-Bruce+AF8-Lee+AF8-,23439775,21,1368,1401
Eliminated,1699878,1205,1332,1401
Jsully,4606121,160,1326,1401
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9- +//3//f/9//3//f/9//3//f/9//3//f/9-,15490694,546,1322,1401
Leuschner,794127,461,1294,1401
TVHG.FreankingSeneka,4917430,274,1289,1401
S2. flopina,3108665,1582,1281,1401
laemonroy,3326851,4105,1275,1401
Annie,6164441,245,1264,1401
R3ChuukLogan,686170,1289,1253,1401
iconsigny.com,1472925,2047,1250,1401
michal,251723,176,1224,1401
WillSpencer,2804907,1852,1222,1401
dadleisure,2567136,3306,1221,1401
SergioBR,3235340,3528,1172,1401
U Nuub,22176832,10,1400,1400
Curiosity,22359141,95,1386,1400
Schalama,18935643,1488,1384,1400
gregler,2536238,1067,1354,1400
ForFrodo,745867,1156,1349,1400
Kvothe,1738518,814,1330,1400
massi2255,2404653,987,1327,1400
Cearrbhach,511529,655,1314,1400
ivs,16716668,899,1312,1400
AutoEveryThing,3553705,372,1294,1400
homard ch+//3//Q-tif,4116901,2559,1291,1400
pablothe.o7,2109868,5388,1281,1400
Gelga,1389602,597,1269,1400
BSV +AHw- Sim+//3//Q-n,21601763,474,1263,1400
summon+AF8-king,225061,2073,1256,1400
Kuns+//3//Q-g,465890,1603,1247,1400
Gordolfo,74419,2624,1235,1400
TdB.Aleix the Hun,1339545,1694,1209,1400
ObiWansTinderAcct,2930873,1864,1202,1400
BM +AHw- jyarar17,15633800,18,1399,1399
LDESS +AHw- C+//3//Q-sar,23401665,76,1399,1399
+AFs-ECU+AF0-Wilman96,4744256,48,1399,1399
version+AF8-1,22214397,134,1399,1399
TVHG.Demian,5778882,311,1399,1399
Iluminati62,6896687,1407,1348,1399
kchete22,2132453,825,1347,1399
amplob,611784,2298,1326,1399
Floki22,14774483,693,1324,1399
MrMoe,1672082,1395,1320,1399
mat3usz321s,21711491,304,1315,1399
BriefRapiers,19703698,433,1296,1399
LeosMind,277769,1623,1295,1399
Dirty Dave,2238144,852,1292,1399
stefan,4231603,1871,1292,1399
r4bbbit,3148305,2497,1269,1399
Fujichan,962806,3992,1213,1399
heheda,11852567,3191,1204,1399
Omars,3273291,4707,1194,1399
Guyunusa,2406284,1552,1180,1399
Jotschi,18139,2037,1176,1399
+AFs-ECU+AF0- Jacks Joker,3495899,1948,1170,1399
Monchito,1590568,4854,1114,1399
FELLS04,2404644,9258,1096,1399
El Gato Volador,19090434,30,1398,1398
Shika,21232303,24,1398,1398
Matchbox,3083557,1473,1398,1398
DrdlisCZ,3406900,720,1398,1398
DOOOOOOG,5684123,78,1398,1398
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,4900353,269,1398,1398
Zantins,10131564,158,1379,1398
Hi Im Buhli,3852290,611,1332,1398
Hogan88,518274,439,1319,1398
Tha+AF8-cho+AF8-em,888519,415,1288,1398
Yaust,1983031,693,1287,1398
O.V +AHw- Empizzi1,3283279,729,1281,1398
ShaggyJeff,379535,954,1279,1398
General Nguy+//3//f/9-n,8727964,1301,1234,1398
demichelis9,252495,863,1234,1398
Gabellius,196609,830,1227,1398
E.A.G.L.E,2344286,2446,1210,1398
J+AC0-Roc,3701947,767,1204,1398
Sylvan Ape,1619526,3138,1198,1398
diclofenaco,21389343,990,1167,1398
philos,2946523,101,1397,1397
Pawo,21635878,25,1397,1397
ELITE CJ MALI,11730293,153,1397,1397
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,22798257,96,1396,1397
HF JuanmaCarp,15858720,144,1379,1397
DK +AHw- MadsGTheGreatest,12388905,560,1370,1397
CrusadePride,771423,705,1362,1397
+AFs-SENSEI+AF0- wuolo,20957241,462,1361,1397
Palleralli,10702443,2118,1350,1397
Urbifex,14222502,137,1334,1397
Berry Catcher,3074844,74,1334,1397
chichoN,20332681,408,1329,1397
SirJb,4308680,1843,1324,1397
+AFs-UDN4+AF0- Dareios I.,1573613,189,1320,1397
Fs.Ze bolacha,14564176,383,1319,1397
JFVroobel,3432392,273,1313,1397
Kemeter,20568284,428,1310,1397
+AFs-HVN+AF0- RaoTheRuthless,2305575,689,1308,1397
man5351,308049,3766,1294,1397
Juansedav95,3047350,959,1278,1397
tu mam+//3//Q- en tanga,20147490,78,1271,1397
Domypop,5054326,1724,1226,1397
RyKer,17043106,2498,1225,1397
NewMaxico,302256,389,1154,1397
Muley +AHw- killaclimb22,4197859,1350,1148,1397
Ke1neahnung,733023,271,1396,1396
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-Yum,23517684,10,1396,1396
StagiestMink910,3465819,206,1375,1396
adi1394,2288676,1592,1372,1396
Deen,17201432,935,1368,1396
ShapeOfMyHeart,15306875,596,1362,1396
Mark Renton,314216,515,1362,1396
+AFs-FT+AF0- RLUCHIN,2682150,570,1342,1396
TrueDispley,10759364,21,1335,1396
Sebadcr,6697265,155,1333,1396
XEVER +AHw- Gaucho,11231746,1073,1323,1396
SpikeSpiegel084,20896931,227,1315,1396
thung+AF8-young,15242822,1928,1314,1396
TdB.Pincho+AF8-Moreno,2974085,1612,1309,1396
FU+//3//Q-INGUE,3184824,681,1303,1396
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,3920166,1761,1302,1396
Arkh,5949943,1226,1297,1396
j+AF8-rex9,18579268,1008,1283,1396
mancoman86,5037522,354,1265,1396
McAlister145,11416163,241,1259,1396
Stinkin Hippy,5028731,694,1231,1396
+AFs-GdSur+AF0- TheNoldo,2414910,3947,1219,1396
Jeff Jezos,2064026,443,1115,1396
tuxtron10,10226282,1676,1105,1396
cocotu,935716,2355,1069,1396
Kirabatake,6090306,653,1395,1395
+AFs-CL+AF0- Arcantos,8059245,1913,1395,1395
SoJi,1258604,944,1378,1395
DiegoAzul10,10056506,196,1378,1395
TARBA+AC0-BAR,154801,1011,1372,1395
+AF8-LeThaL+AF8-,1363631,159,1365,1395
el+AF8-puta+AF8-rico,3001158,164,1362,1395
Reaver,4925408,1060,1344,1395
Mujis2,5784960,112,1340,1395
NOT+AF8-MY+AF8-CUP+AF8-OF+AF8-TEA,23368715,106,1331,1395
Sir+AF8-Nalgz,1781398,2077,1325,1395
matand,2692606,1188,1323,1395
momentum4000,19985327,1465,1321,1395
+AF8-luffy,19639565,1780,1301,1395
tomas.terrasa,3082192,52,1300,1395
+AFs-GDL+AF0- saushino,2869537,1205,1299,1395
+AFs-SINO+AF0-An An,4159225,344,1299,1395
+AFs-BTJ'+AF0- Dr Colageno,2638930,553,1299,1395
Uva,2489691,1557,1291,1395
Dyson Cordless 7.2V Dustbuster,5653590,735,1283,1395
Svilenkar,1069998,3906,1262,1395
+//3//f/9//3//f/9//3//f/9//3//f/9-,21155596,639,1256,1395
Odiseo23,4947904,5178,1252,1395
NicoRespeto,888905,549,1245,1395
wowlopp,23075915,193,1236,1395
Russo,4236667,969,1206,1395
H3rnux,470655,1821,1195,1395
alexlau.munhean,2839320,3022,1127,1395
LeBron Yan,590050,1028,1394,1394
Shoigu,11238195,10,1394,1394
Jambonbeurre,2086496,395,1386,1394
+AFs-Decrepit+AF0- ryzenvelos,6046048,1017,1374,1394
Pulcoco,1304029,240,1367,1394
varunalur2879,2706970,276,1363,1394
Wheel+AF8-of+AF8-Cheese,531260,1391,1354,1394
tof+AF8-anie,2621007,1657,1327,1394
d1GaO,5940779,1266,1326,1394
+AFs-GdSur+AF0- Mr.Chispa,2354763,114,1313,1394
ahlonsoSC,14918982,1342,1304,1394
Sleepy Dr,6750484,1811,1289,1394
ALOC,15337830,758,1250,1394
AnSaGui,3820714,1484,1246,1394
mangoneluser,19465132,295,1227,1394
nomar+AD4-jeter,1666750,1519,1203,1394
Lopitdog,5866498,1582,1168,1394
Donic,5930063,734,1135,1394
chebeny+AF8-,9594946,534,1127,1394
Cpt RHH,1811552,2612,1101,1394
BarristanS,23366451,12,1393,1393
774418656,22470397,215,1378,1393
z a r q,555441,809,1363,1393
Orientx3,9622916,206,1362,1393
+AFs-CSGS+AF0-Runescape,274205,447,1361,1393
GAX +AHw- Guga,12355096,15,1360,1393
minghettoni,4656984,2077,1354,1393
Red Paladin,727403,386,1348,1393
mambaplayerS3,12151820,598,1347,1393
kshulian,290447,1073,1325,1393
HazzDragon,10186705,263,1321,1393
starkman101,1604283,266,1307,1393
+//3//f/9//3//f/9-,815694,1034,1294,1393
David,7450676,972,1278,1393
Doris,3526533,1743,1274,1393
PlanetaryWizard,12232448,346,1270,1393
A Toothbrush,1161097,258,1265,1393
Five,3459239,2593,1238,1393
Checkmate+//0-,1317000,1784,1226,1393
Kuo,982910,2081,1181,1393
Kant,4748390,596,1392,1392
+AFs-BYTC+AF0- N+//3//f/9//3//f/9-,1993542,1118,1363,1392
joaking,13263530,612,1362,1392
+AFs-CLag+AF0- eltanque,4300244,572,1342,1392
Foghorn Leghorn,402845,549,1326,1392
Colasletarba,1967704,1289,1318,1392
Zafine,1110248,536,1316,1392
McLovin44666,2986500,4195,1314,1392
YaYaMan,3195639,573,1299,1392
Hyenas,11194804,1730,1291,1392
Rafu,2569248,819,1285,1392
Geoffvp,2692863,284,1276,1392
Jack+AC0-Dani+AC0-els,10989132,943,1269,1392
The Angry Hobbit,1430757,1042,1263,1392
Gutys08,9092962,3603,1243,1392
Kugelfee,2484628,645,1239,1392
DS+AF8-KAYZAR,2348425,1528,1238,1392
LinX,3301282,762,1233,1392
mcnitz,5682722,1453,1227,1392
+AFs-TEMPLE+AF0AXw-Abuela,915674,1345,1225,1392
Nippur de Lagash +AFs-BOCA+AF0-,2830381,3071,1218,1392
TarryMoney,20980021,899,1212,1392
Arcangelos,326675,8294,1186,1392
gerpanto2006,20567039,2032,1180,1392
b1gFooot,12072685,4965,1114,1392
El+AF8-Gran+AF8-Joscoss,6361403,146,1391,1391
1,23088945,165,1391,1391
+//3//f/9//3//f/9//3//f/9-,11472768,131,1391,1391
tzlen,6075824,29,1375,1391
Twidboy,2894061,156,1375,1391
MiG Shredder,19433985,88,1371,1391
What else456,15511158,330,1370,1391
Captain Soap,15548645,504,1360,1391
Dacamster,292638,17,1360,1391
GamerKight4878,12462201,593,1357,1391
Ingeniero+AF8-Beltran,5145801,3164,1353,1391
Kublai Kan Riojano,3416887,1573,1344,1391
work vinted vse dela,3420091,112,1344,1391
YAI,20029200,775,1332,1391
Zeebas,5444147,187,1331,1391
Wirsing9,495005,1261,1330,1391
tomitom,4280365,259,1328,1391
HerrKommandant,474480,1685,1327,1391
Flauroz,6837113,229,1321,1391
Ruso Blanco,4529827,2401,1313,1391
Esdalan,9208724,243,1309,1391
rsN,2056900,933,1287,1391
CousinMikey,1753587,4173,1283,1391
BoxerReich,2361855,497,1282,1391
Fugideros,2356745,1966,1264,1391
timembh,20276879,446,1261,1391
aaron.herk,17776315,1185,1260,1391
Edwall,2836564,1245,1256,1391
tychodalat,21552793,289,1254,1391
gigan+AF8-1101041,18849242,650,1250,1391
Rey+AF8-Mongol,22131582,47,1244,1391
duncanhussey,2068499,1066,1233,1391
Eye Black,15522944,758,1226,1391
rOb,836594,904,1206,1391
GIGANE,261538,2897,1206,1391
TabA+AF8-Cl+//3//Q-mieDaQueen,2646783,406,1199,1391
oguzhan.sahinkaya,12165412,1093,1117,1391
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,20460669,348,1045,1391
Sadwait,540566,139,1390,1390
bocono,22460396,40,1390,1390
+AFs-PVS+AF0- DarkDuken,10949900,1064,1371,1390
sha+AF8-naqba+AF8-imuru,5067688,2708,1359,1390
Black Mamba,11766411,1792,1346,1390
hatke104,20409712,921,1340,1390
matias,5605565,1979,1313,1390
Shadow+AF8-13,608437,398,1312,1390
DigBick,10493438,1676,1311,1390
Moist Mango,586887,1314,1305,1390
Kronos+AF8-JR,6065700,1246,1303,1390
RodriPucela,284362,683,1298,1390
OriginalKreiselfickerMC,279169,1531,1288,1390
virvereRomanus,46364,160,1288,1390
Ianna,21916466,1010,1288,1390
Tencent Holdings HK00700,18097050,203,1288,1390
TyrantT,6158492,1446,1287,1390
JoC+AC0-Rui,17936664,271,1282,1390
Charmilla,2983471,345,1276,1390
Fs.Emmanuel,4466223,267,1267,1390
Husk,4358792,1065,1267,1390
Lumberjack,373550,239,1257,1390
BittyTingo,3491265,134,1254,1390
x0xFedorx0x,1111480,308,1248,1390
babacoolavi,1544640,3044,1243,1390
No Rush Please,20932353,801,1239,1390
Alcadeias40,4689521,407,1238,1390
Liam O,3421995,416,1218,1390
fingerboard,14279132,375,1184,1390
eggy78,4303166,1967,1181,1390
DS+AF8- FCorDie,20889721,680,1174,1390
GreatPerson25,3185047,191,1389,1389
fightmeirl,17803251,331,1389,1389
+AFs-DM+AF0- Chacal,14334202,55,1389,1389
DS+AF8-Ropavejero,3418920,187,1377,1389
max303303,2892311,100,1372,1389
aaahfef,1155737,103,1371,1389
JohnnySniper,1167872,52,1362,1389
NaniwaTiger,4881523,558,1344,1389
OldManofStorr,2119734,260,1330,1389
LordGSwaggins,3594634,504,1326,1389
Lord Gio,22523518,675,1322,1389
Roar,1863757,1485,1321,1389
Campostel,4215736,1144,1318,1389
Timparrussa,278456,1385,1299,1389
AM +AHw- Alfalfa,22178063,218,1288,1389
Bacarah,241338,311,1288,1389
Laughmaster,2141865,2542,1274,1389
Domvee,4984305,1105,1270,1389
Manco Aurelio,2561244,3375,1268,1389
FoFiCampeon,445724,2854,1256,1389
Soguer,2893438,1057,1256,1389
Shato,632484,1358,1238,1389
Phants,3219074,2220,1232,1389
Coroncocodia,2305214,792,1177,1389
Discharge,2393880,97,894,1389
Arc,1498685,145,1368,1388
COL +AHw- Proyecto X,2545804,482,1366,1388
CaptainQS,6779393,382,1340,1388
smashbot,388157,613,1334,1388
+//3//f/9//3//f/9-,23033861,51,1328,1388
+AHw-TN+AHw- TheOnlyNarwhal,10903621,469,1316,1388
AusterFormel763,2847588,6085,1297,1388
tuguapi,15596731,1499,1285,1388
Elinor86,5644334,443,1285,1388
Minero,20730555,393,1285,1388
Charles Martel,10156480,184,1285,1388
+//3//f/9//3//f/9//3//f/9//3//f/9-,21402203,67,1278,1388
ITZ +AHw- AutocavS,2846752,1425,1275,1388
DA FRANKS24,398029,1582,1261,1388
Pencogollo,17283580,851,1256,1388
Feudallin,19340064,218,1244,1388
Verdugodeplastilina,3471581,865,1243,1388
Kapitan+AF8-Flafik+AF8-cz,6051981,492,1222,1388
Queen For King,2156972,1479,1221,1388
+//3//f/9//3//f/9//3//f/9//3//f/9-,3295184,1161,1188,1388
TheAngryHog,2869851,1784,1187,1388
+//3//f/9//3//f/9//3//f/9//3//f/9-,4131184,340,1382,1387
Emperador Julito,2031761,2508,1368,1387
Pink Lady,3154211,1677,1358,1387
+//3//f/9//3//f/9//3//f/9-,18356764,457,1348,1387
AttainC62,23459064,36,1348,1387
Lukeario23,20364060,1618,1332,1387
Tipsy+AF8-,17464241,534,1323,1387
In Das PiLLow,5691975,2273,1308,1387
+AFs-OGL+AF0- ugur1616,10113275,805,1305,1387
Txuko,17587267,601,1297,1387
Jerry Lee,955437,311,1286,1387
SLA,21149984,639,1280,1387
CodyInColor,13231818,774,1263,1387
Miek,1944670,4435,1257,1387
jchernandez2,917325,8622,1247,1387
+AFs-LBA+AF0- Cerealjames,724698,1322,1230,1387
Chaxi,5324948,2047,1220,1387
jmg.utn,233933,2727,1218,1387
SkulduggeryNow,17163760,3472,1211,1387
nlovett94,2395402,2015,1205,1387
JacLondon,19220410,78,1386,1386
SirTarkwin,316364,61,1386,1386
+//3//f/9//3//f/9//3//f/9-,13525208,87,1381,1386
DGHIR +AHw- SamuraiNinja08,1465372,936,1376,1386
COL +AHw- Project X,4913721,635,1373,1386
Free Palestine,3880723,415,1360,1386
+//3//f/9//3//f/9-,9877643,1007,1357,1386
OnlyzJxMs+AF8-v,15513386,462,1339,1386
Leesze,19356466,379,1336,1386
WladimiR,12026613,191,1335,1386
moatze,498900,1300,1330,1386
Lasda1,3936114,58,1322,1386
CrisTheOne,5502215,512,1321,1386
UuuUUuuU,8570266,213,1317,1386
r+AEA-w,77210,3076,1308,1386
joshuaparkersmith,3557158,1364,1275,1386
Wololo,835394,2019,1272,1386
Ing. Walter,1778540,2978,1268,1386
AxD +AHw- Keiokenkun+AC0-Uno+AC0-Puro,6419082,1099,1243,1386
PipeHincapie,3099712,2496,1222,1386
ITA 90 +AHw- Pagadona,5791522,1621,1217,1386
unrivaled,5308640,1618,1212,1386
eliaznarrr,5558814,3076,1207,1386
Argonath,2641241,871,1184,1386
Konradiniert,1303952,3562,1108,1386
Matzinho,2718639,3754,1016,1386
auto,2988827,149,1385,1385
JosephAoE,15929380,48,1385,1385
Addi Coleman,1277940,12,1385,1385
JourneyofaNoob,1510665,1035,1385,1385
DefinitelyNotStrong,17596270,32,1385,1385
Alexxuss,9096662,1247,1381,1385
V+ACE-nc3nZ0,21153088,281,1380,1385
JCnpc23,16289405,980,1370,1385
Bedrich,11846703,175,1369,1385
+AFs-ZCHE+AF0- Fc+AF8-Juan,11625892,155,1368,1385
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,15608808,83,1367,1385
jaivl,11936456,1954,1350,1385
BBlR+AHw- BaborIsBack,257929,407,1340,1385
PedrodeMatos,4477443,81,1337,1385
+//3//Q-berhorst,2179525,417,1328,1385
TechnoKiller505,2145973,121,1321,1385
Le R,6234764,707,1295,1385
Bakis,11683140,1086,1282,1385
Jisoo Unnie,1820512,3384,1273,1385
polandsprings789,3926605,2742,1270,1385
SinghFlying,19320,1629,1270,1385
felix12311,3469136,1099,1267,1385
curigutierrezmarco,4238274,1852,1259,1385
+ACI-Geronimo +ACIAIg-El Momo+ACIAIg- Benavides+ACI-,22874187,203,1254,1385
FrancoMx,6443915,4538,1242,1385
JD,12040213,1469,1236,1385
raggnar+AF8-lothbrook,6270231,681,1231,1385
nonoleboss,2226836,1661,1230,1385
CII+AF8-Jorgemen,4213679,674,1210,1385
Mapa,8550245,588,1203,1385
BtJ JuanElduro,4867622,511,1203,1385
cccc.m,1809263,2061,1192,1385
Tony Slark,19664949,282,1111,1385
Jorisclayton,4167633,100,1384,1384
Kill Me Softly,5439956,505,1368,1384
DKT +AHw- Jo+//3//Q-ozinho,15283523,244,1362,1384
santanasampaio1,19207949,85,1340,1384
Cat,625614,2164,1338,1384
raptorlandrex,3042242,745,1318,1384
Benjy536+AF8-R,11277576,349,1318,1384
El muerto,2826025,319,1312,1384
Ilneropapa,4770899,1153,1301,1384
MalSofrit,1553677,1045,1301,1384
Themechanic,19066327,64,1295,1384
j59814362,10904345,2212,1270,1384
bManrique17,10185364,905,1236,1384
CarefulTulip69,13624096,768,1199,1384
BangingCheese,2709833,1036,1160,1384
Baberum,9755325,1347,1109,1384
+//3//f/9//3//f/9-,1060895,22,1383,1383
Michkatt,2887574,169,1375,1383
+AFs-SM3N+AF0- Pechito,6180144,67,1366,1383
Cavegol,11478054,181,1334,1383
Worthy Opponent,255055,1140,1331,1383
SeemsFishy,11833018,292,1331,1383
ILoveOrangeJelly,2767887,1745,1316,1383
Chocolate,12325707,266,1314,1383
Ersen,3467313,1754,1313,1383
LurifaXen,1819843,1572,1298,1383
Infinite Thinking,20646044,427,1296,1383
RD +AHw- MyLord,9873443,2892,1285,1383
Yen+AF8-66,14184643,507,1282,1383
gandy,4111943,410,1274,1383
XEVER +AHw- ElDobra,3352854,1489,1262,1383
+//3//f/9//3//f/9//3//f/9-,312093,4592,1249,1383
JWAG,624959,1018,1221,1383
zqllqaa098,23349736,177,1204,1383
nicorafalestou,1512759,2306,1166,1383
DISCOTECA VARELA,3352319,760,1382,1382
DARK4GE,22178169,220,1369,1382
Klonestone,942575,66,1367,1382
chilamgor,4667034,686,1367,1382
Warking,3429271,287,1360,1382
Youtube: traja+AF8-benja,11689536,505,1359,1382
Smile,512285,952,1352,1382
Kaben,4983135,1943,1344,1382
NRG+AF8-RaZoR,18489976,295,1330,1382
bigChicken,5999920,2034,1323,1382
Snebouche,2624269,491,1315,1382
+//3//f/9//3//f/9//3//f/9-007,2949881,746,1303,1382
Sc100Pitie,10018200,101,1283,1382
AnotherAndy,9789762,659,1281,1382
Sorra,1771794,1056,1281,1382
Yukasha,2860866,145,1278,1382
Rabbit,524459,1384,1244,1382
Marat(h)oni,3782106,1191,1242,1382
OPP,399683,3463,1221,1382
SilvaNortica,3477675,3282,1212,1382
zakkkkk,3810075,869,1192,1382
+AFs-MF+AF0-,1580161,452,1188,1382
Master Chief,11212094,1476,1176,1382
Pollo,2186403,2324,1168,1382
NightsKing098,1663035,279,1381,1381
WILL+AF8-THE+AF8-AVERAGE,11438612,23,1379,1381
bitermer,425587,856,1366,1381
d.ruiz.guido,23070833,160,1350,1381
Slipstream,3974980,1529,1337,1381
talespereira012,10093472,2732,1332,1381
Nikke1900,246077,848,1332,1381
Kornfed,1261338,2036,1325,1381
+//3//f/9//3//f/9-13cm+//3//f/9//3//f/9//3//f/9-,5721740,858,1322,1381
HertOn,2876539,153,1315,1381
jONY mELAVO,14119120,692,1314,1381
Mr. Magno,2196601,1504,1311,1381
Grrr,5037632,1422,1276,1381
manuel+AC0-gro,8388054,1033,1268,1381
Barracks Obama,3331581,1311,1267,1381
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,21607478,828,1256,1381
soming06,2136446,2072,1249,1381
garthony,5862317,2656,1238,1381
El Palo,3295451,1631,1169,1381
HGP,711345,4014,1139,1381
LowEloNOTLegend,791306,3410,1130,1381
Idaho  el sobrino de Batman,3383679,925,973,1381
Clovelear,2499632,91,1380,1380
MRspecht,2379222,1633,1352,1380
Jojo+AC0-Al,16804633,1703,1350,1380
emmanuel.pac.go,16745702,984,1349,1380
Unnnn...,18356652,134,1346,1380
+AF8AXw-178+AF8-RoSweL+AF8-Arg,9811780,263,1344,1380
Porozhniak Natria,21433346,276,1334,1380
Orah mandarin,21450572,66,1323,1380
sm811,9999978,1601,1321,1380
Omnis,246298,333,1317,1380
HeN+AF8-BenP,15418565,1376,1315,1380
El+AF8-Boy+AF8-Chileno,12315975,991,1311,1380
Robin5hood,369054,272,1306,1380
+AFs-HR+AF0- Cpt. Haddock,332809,863,1301,1380
stinkepete2000,9337448,701,1286,1380
kcleq,20774730,81,1282,1380
Gargamel.,2342089,6221,1279,1380
banana panin,19563484,948,1264,1380
TheOne,1374179,2075,1260,1380
whoismyally11,5544608,1806,1252,1380
EXILE +AHw- Ale,3876600,5029,1252,1380
Cucaracha Fachera,5330132,65,1245,1380
migajero+ACY-quimboso,8512718,1099,1223,1380
Scotland+AF8-Yards+AF8-s019,4163703,1671,1219,1380
+AFs-KT+AF0- Vortex,2909934,1072,1195,1380
Jon,6073899,911,1171,1380
AxD +AHw- Ivan01,6357189,100,1379,1379
Jimmy63643,1407507,239,1379,1379
+AFs-Snats+AF0- Knap Ventje,9605948,95,1379,1379
Knob1er,23400365,19,1372,1379
Gorina10,3036580,954,1363,1379
NekoChan109,9306641,99,1361,1379
M4TTU,843363,407,1350,1379
applewuuuuuu,6068141,503,1344,1379
Lord Yarik,3202441,153,1324,1379
TdB.LinzE,8304427,3761,1300,1379
TBianchi,20272030,1248,1296,1379
ptsilva,11455249,540,1294,1379
+//3//Q-erox,10219402,845,1287,1379
+AC0-rai+AC0-,920937,665,1277,1379
Recluta Patoso,1918428,1165,1268,1379
Railbuilder,10084147,1240,1261,1379
whosyourmama,3171807,2260,1249,1379
CLB+AF8-Senafok,4872010,1781,1248,1379
ScarePancake163,1827849,3391,1244,1379
SaGa+//3//f/9-,264521,1678,1236,1379
Houf Nietzsche,795871,1249,1229,1379
Madcap3005,18777251,2890,1229,1379
LY+AF8-ivan,10795238,3329,1198,1379
barrabuddha,2020558,3847,1164,1379
gallego,2310436,1688,1164,1379
Fnatic:TypeR,2856061,1235,1149,1379
Alaric the Visigoth,806134,283,1378,1378
Orinoco,4897366,464,1378,1378
+AFs-NK41+AF0- NUBKILLER+AF8-COLONEL,23124624,37,1378,1378
T+AC0-J+AC0-Hunter,9126790,393,1375,1378
PETER PAN,404455,3236,1348,1378
ElMeroMero,21549265,575,1339,1378
Mescal,4853771,773,1327,1378
Maxtibu,2591801,2152,1327,1378
XxBattLeFlashxX,1347370,199,1321,1378
CHUCK NOVA,4273716,412,1314,1378
+AFs-T41+AF0- Indian War Lord,3141538,2289,1304,1378
Employee,17764138,556,1301,1378
CapitanRexMx,6640910,86,1301,1378
El Tucu,9248280,1448,1299,1378
Prince+AF8-Al+//3//Q-,12408641,2172,1284,1378
Sorete del Sur,3516356,1756,1271,1378
KvaKva,4975145,898,1269,1378
Mad Clone,902799,679,1267,1378
xpy,17445635,2051,1264,1378
randomplayer4114,5730413,2692,1263,1378
wolf29,225452,2394,1242,1378
buitragol,2289496,1973,1241,1378
Yeis Sensura,3929657,1831,1229,1378
LGD GreX,1465668,790,1187,1378
FranoArica,738920,521,1183,1378
Mau,3385529,1846,1178,1378
Al+AC0-Blattor,1400971,151,1377,1377
mem,19069974,1777,1377,1377
davev360,1595661,24,1377,1377
Eye,3153172,58,1376,1377
Nemeziz39,22587243,72,1347,1377
+AFs-White Knight+AF0- skala10,5051330,736,1340,1377
hm.guerra,12095648,1351,1339,1377
SORA'COUPLE,18016413,73,1332,1377
Neron Bogu,19091153,23,1319,1377
elliottazw,8252498,573,1317,1377
red+AC0-aoe,13080562,2282,1281,1377
+//3//f/9//3//f/9//3//f/9//3//f/9-wdnmd,4850386,1198,1273,1377
step1,1453966,3890,1267,1377
Ueriger,5374273,700,1261,1377
ghettosalam,991692,788,1228,1377
Olkan,4304401,1161,1216,1377
Cemaluri,2698653,3905,1212,1377
Rake,9721610,1392,1208,1377
Slowhand,3199201,340,1151,1377
Mr.Peabody,3081809,3301,1134,1377
